,obs,action,step
2633,17,15.0,88
2634,17,22.0,88
2635,17,15.0,88
2636,17,19.0,88
2637,17,16.0,88
2638,17,21.0,88
2639,17,15.0,88
2640,17,15.0,89
2641,17,15.0,89
2642,17,17.0,89
2643,17,17.0,89
2644,17,16.0,89
2645,17,16.0,89
2646,17,20.0,89
2647,17,15.0,89
2648,17,15.0,89
2649,17,18.0,89
2650,17,18.0,89
2651,17,17.0,89
2652,17,21.0,89
2653,17,20.0,89
2654,17,15.0,89
2655,17,15.0,89
2656,17,15.0,89
2657,17,16.0,89
2658,17,15.0,89
2659,17,17.0,89
2660,17,17.0,89
2661,17,18.0,89
2662,17,16.0,89
2663,17,15.0,89
2664,17,17.0,89
2665,17,15.0,89
2666,17,16.0,89
2667,17,16.0,89
2668,17,17.0,89
2669,17,15.0,89
2670,17,20.0,90
2671,17,17.0,90
2672,17,17.0,90
2673,17,17.0,90
2674,17,17.0,90
2675,17,17.0,90
2676,17,15.0,90
2677,17,16.0,90
2678,17,15.0,90
2679,17,16.0,90
2680,17,18.0,90
2681,17,15.0,90
2682,17,15.0,90
2683,17,16.0,90
2684,17,16.0,90
2685,17,21.0,90
2686,17,17.0,90
2687,17,17.0,90
2688,17,21.0,90
2689,17,17.0,90
2690,17,16.0,90
2691,17,15.0,90
2692,17,19.0,90
2693,17,15.0,90
2694,17,17.0,90
2695,17,15.0,90
2696,17,18.0,90
2697,17,15.0,90
2698,17,21.0,90
2699,17,16.0,90
2700,17,18.0,91
2701,17,19.0,91
2702,17,19.0,91
2703,17,15.0,91
2704,17,18.0,91
2705,17,17.0,91
2706,17,16.0,91
2707,17,20.0,91
2708,17,15.0,91
2709,17,15.0,91
2710,17,16.0,91
2711,17,20.0,91
2712,17,18.0,91
2713,17,16.0,91
2714,17,18.0,91
2715,17,17.0,91
2716,17,15.0,91
2717,17,17.0,91
2718,17,17.0,91
2719,17,17.0,91
2720,17,16.0,91
2721,17,17.0,91
2722,17,15.0,91
2723,17,16.0,91
2724,17,16.0,91
2725,17,17.0,91
2726,17,16.0,91
2727,17,19.0,91
2728,17,15.0,91
2729,17,21.0,91
2730,17,18.0,92
2731,17,16.0,92
2732,17,15.0,92
2733,17,19.0,92
2734,17,18.0,92
2735,17,16.0,92
2736,17,20.0,92
2737,17,18.0,92
2738,17,15.0,92
2739,17,16.0,92
2740,17,18.0,92
2741,17,20.0,92
2742,17,15.0,92
2743,17,22.0,92
2744,17,15.0,92
2745,17,18.0,92
2746,17,15.0,92
2747,17,18.0,92
2748,17,17.0,92
2749,17,16.0,92
2750,17,19.0,92
2751,17,18.0,92
2752,17,15.0,92
2753,17,15.0,92
2754,17,17.0,92
2755,17,16.0,92
2756,17,17.0,92
2757,17,15.0,92
2758,17,17.0,92
2759,17,15.0,92
2760,17,15.0,93
2761,17,15.0,93
2762,17,16.0,93
2763,17,15.0,93
2764,17,16.0,93
2765,17,16.0,93
2766,17,16.0,93
2767,17,16.0,93
2768,17,19.0,93
2769,17,15.0,93
2770,17,17.0,93
2771,17,17.0,93
2772,17,15.0,93
2773,17,15.0,93
2774,17,21.0,93
2775,17,17.0,93
2776,17,19.0,93
2777,17,19.0,93
2778,17,15.0,93
2779,17,16.0,93
2780,17,15.0,93
2781,17,17.0,93
2782,17,17.0,93
2783,17,15.0,93
2784,17,15.0,93
2785,17,16.0,93
2786,17,18.0,93
2787,17,15.0,93
2788,17,17.0,93
2789,17,20.0,93
2790,17,19.0,94
2791,17,16.0,94
2792,17,17.0,94
2793,17,17.0,94
2794,17,20.0,94
2795,17,17.0,94
2796,17,15.0,94
2797,17,15.0,94
2798,17,19.0,94
2799,17,15.0,94
2800,17,15.0,94
2801,17,17.0,94
2802,17,17.0,94
2803,17,19.0,94
2804,17,15.0,94
2805,17,16.0,94
2806,17,16.0,94
2807,17,15.0,94
2808,17,15.0,94
2809,17,16.0,94
2810,17,16.0,94
2811,17,15.0,94
2812,17,18.0,94
2813,17,15.0,94
2814,17,19.0,94
2815,17,18.0,94
2816,17,17.0,94
2817,17,18.0,94
2818,17,16.0,94
2819,17,17.0,94
2820,17,15.0,95
2821,17,16.0,95
2822,17,15.0,95
2823,17,19.0,95
2824,17,15.0,95
2825,17,17.0,95
2826,17,17.0,95
2827,17,16.0,95
2828,17,19.0,95
2829,17,18.0,95
2830,17,18.0,95
2831,17,15.0,95
2832,17,17.0,95
2833,17,16.0,95
2834,17,19.0,95
2835,17,16.0,95
2836,17,19.0,95
2837,17,15.0,95
2838,17,16.0,95
2839,17,16.0,95
2840,17,15.0,95
2841,17,17.0,95
2842,17,18.0,95
2843,17,19.0,95
2844,17,17.0,95
2845,17,17.0,95
2846,17,17.0,95
2847,17,15.0,95
2848,17,17.0,95
2849,17,15.0,95
2850,17,17.0,96
2851,17,17.0,96
2852,17,16.0,96
2853,17,18.0,96
2854,17,15.0,96
2855,17,15.0,96
2856,17,20.0,96
2857,17,15.0,96
2858,17,16.0,96
2859,17,16.0,96
2860,17,16.0,96
2861,17,16.0,96
2862,17,15.0,96
2863,17,16.0,96
2864,17,15.0,96
2865,17,20.0,96
2866,17,16.0,96
2867,17,19.0,96
2868,17,15.0,96
2869,17,22.0,96
2870,17,17.0,96
2871,17,17.0,96
2872,17,15.0,96
2873,17,15.0,96
2874,17,15.0,96
2875,17,15.0,96
2876,17,16.0,96
2877,17,15.0,96
2878,17,17.0,96
2879,17,19.0,96
